location,words,box_idx,time
"(781, 3875)",Wasp ESG,4,"August 13, 2018 12:57 PM"
"(913, 3743)","(Yokosuka, Japan)",2,"August 13, 2018 12:57 PM"
"(1246, 3733)",Essex arg,7,"August 13, 2018 12:57 PM"
"(781, 3875)",Ronald Reagan CSg,0,"August 13, 2018 12:57 PM"
"(774, 491)",USS Boxer(LHD-4),5,"August 13, 2018 12:57 PM"
"(774, 491)",USS Bonhomme Richard( LHD-6),6,"August 13, 2018 12:57 PM"
"(502, 1893)",USS Harry S. Truman (CVN-75),0,"September 24, 2018 12:09 PM"
"(771, 447)",USS Bonhomme Richard(LHD-6),2,"September 24, 2018 12:09 PM"
"(810, 1141)",USS George H.W. Bush(CVN-77,3,"September 24, 2018 12:09 PM"
"(1003, 3701)",Wasp ESG,4,"September 24, 2018 12:09 PM"
"(1118, 2736)",Essex ARG,5,"September 24, 2018 12:09 PM"
"(1122, 4013)",Ronald Reagan CSG,6,"September 24, 2018 12:09 PM"
"(502, 1893)",USS Carl Vinson(CVN-70),1,"September 24, 2018 12:09 PM"
"(443, 2126)",USS Harry S. Truman (CVN-75),0,"October 15, 2018 12:46 PM"
"(536, 1643)",USS lwo Jima(LHD-7),2,"October 15, 2018 12:46 PM"
"(641, 472)",USS John Stennis(CVN-74),1,"October 15, 2018 12:46 PM"
"(777, 1161)",USS Kearsarge(LHD-3),3,"October 15, 2018 12:46 PM"
"(820, 3718)",Ronald Reagan CSG,4,"October 15, 2018 12:46 PM"
"(884, 487)",USS Boxer(LHD-4),6,"October 15, 2018 12:46 PM"
"(894, 2763)",Essex ARg,5,"October 15, 2018 12:46 PM"
"(1003, 3644)",Wasp ESG,8,"October 15, 2018 12:46 PM"
"(884, 487)",USS Carl Vinson (CVN-70),7,"October 15, 2018 12:46 PM"
"(438, 2126)",USS Harry S. Truman (CVN-75),0,"October 1, 2018 11:30 AM"
"(766, 448)",USS Boxer(LHD-4),1,"October 1, 2018 11:30 AM"
"(1114, 2737)",Essex arg,2,"October 1, 2018 11:30 AM"
"(1119, 4013)",Ronald Reagan CSG,3,"October 1, 2018 11:30 AM"
"(1218, 3548)",Wasp ESG,4,"October 1, 2018 11:30 AM"
"(443, 2125)",USS Harry S. Truman(CVN-75,0,"October 8, 2018 12:14 PM"
"(771, 447)",USs Boxer(LHD-4),1,"October 8, 2018 12:14 PM"
"(809, 1113)",USS lwo Jima(LHD-7),2,"October 8, 2018 12:14 PM"
"(949, 2894)",Essex ARG,3,"October 8, 2018 12:14 PM"
"(1122, 4013)",Ronald Reagan CSG,4,"October 8, 2018 12:14 PM"
"(1301, 3485)",Wasp eSG,5,"October 8, 2018 12:14 PM"
"(284, 2188)",Harry s. Truman CSG,0,"October 22, 2018 12:16 PM"
"(374, 1896)",lwo Jima arg,1,"October 22, 2018 12:16 PM"
"(777, 1161)",USS Kearsarge(LHD-3,2,"October 22, 2018 12:16 PM"
"(790, 3668)",Wasp ESG,3,"October 22, 2018 12:16 PM"
"(884, 487)",USS Boxer(LHD-4),5,"October 22, 2018 12:16 PM"
"(894, 2763)",Essex aRg,4,"October 22, 2018 12:16 PM"
"(899, 3774)",Ronald Reagan cSg,6,"October 22, 2018 12:16 PM"
"(884, 487)",USS Carl Vinson(CVN-70),7,"October 22, 2018 12:16 PM"
"(884, 487)",USS John C Stennis(CVN-74),8,"October 22, 2018 12:16 PM"
"(728, 1158)",Iwo Jima ARG,4,"December 3, 2018 11:30 AM"
"(760, 2031)",Harry S. Truman CSG EsSeX arG,5,"December 3, 2018 11:30 AM"
"(792, 1118)",Iwo Jima ARG,4,"December 3, 2018 11:30 AM"
"(808, 3802)","Sasebo, Japan)",3,"December 3, 2018 11:30 AM"
"(887, 3851)",Ronald reagan CSg,6,"December 3, 2018 11:30 AM"
"(902, 2755)",Ronald reagan CSg,6,"December 3, 2018 11:30 AM"
"(1127, 1095)",USNS Comfort(T-AH-20),7,"December 3, 2018 11:30 AM"
"(1205, 3207)",John c. stennis CSG,8,"December 3, 2018 11:30 AM"
"(760, 2031)",USS Abraham Lincoln(CVN-72),0,"December 3, 2018 11:30 AM"
"(760, 2031)",USS George H.W. Bush (CVN-77,1,"December 3, 2018 11:30 AM"
"(808, 3802)",Wasp ESG,2,"December 3, 2018 11:30 AM"
"(730, 1158)",Harry S. Truman CSG Essex ARG,5,"December 10, 2018 10:43 AM"
"(755, 3881)","(Yokosuka, Japan)",3,"December 10, 2018 10:43 AM"
"(761, 1915)",Harry S. Truman CSG Essex ARG,5,"December 10, 2018 10:43 AM"
"(810, 3802)",Wasp ESG,6,"December 10, 2018 10:43 AM"
"(812, 501)",USS Carl Vinson(CVN-70),4,"December 10, 2018 10:43 AM"
"(904, 2755)",John c stennis CSG,7,"December 10, 2018 10:43 AM"
"(965, 2918)",John c stennis CSG,7,"December 10, 2018 10:43 AM"
"(1054, 926)",USNS Comfort (T-AH-20),9,"December 10, 2018 10:43 AM"
"(761, 1915)",USS Abraham Lincoln(CVN-72),0,"December 10, 2018 10:43 AM"
"(755, 3881)",Ronald Reagan CSG,1,"December 10, 2018 10:43 AM"
"(761, 1915)",USS George H W. Bush(CVN-77,2,"December 10, 2018 10:43 AM"
"(965, 2918)","(Sasebo, Japan)",8,"December 10, 2018 10:43 AM"
"(749, 3881)","(Yokosuka, Japan",1,"December 27, 2018 11:11 AM"
"(804, 3802)",Wasp ESG,4,"December 27, 2018 11:11 AM"
"(831, 1797)",Kearsarge ARG,2,"December 27, 2018 11:11 AM"
"(901, 2755)",John c. stennis CSG,3,"December 27, 2018 11:11 AM"
"(1183, 3068)",Essex ARg,6,"December 27, 2018 11:11 AM"
"(749, 3881)",Ronald Reagan CSG,0,"December 27, 2018 11:11 AM"
"(804, 3802)","(Sasebo, Japan)",5,"December 27, 2018 11:11 AM"
"(753, 3881)","(Yokosuka, Japan)",2,"December 31, 2018 8:08 AM"
"(760, 2030)",John c. stennis CSG,3,"December 31, 2018 8:08 AM"
"(808, 3802)",Wasp ESG,4,"December 31, 2018 8:08 AM"
"(904, 2755)",Essex ARG,5,"December 31, 2018 8:08 AM"
"(984, 2912)",Essex ARG,5,"December 31, 2018 8:08 AM"
"(753, 3881)",Ronald reagan csg,0,"December 31, 2018 8:08 AM"
"(760, 2030)",Kearsarge ARG,1,"December 31, 2018 8:08 AM"
"(984, 2912)","(Sasebo, Japan)",6,"December 31, 2018 8:08 AM"
"(745, 3881)","(Yokosuka, Japan)",1,"December 17, 2018 11:10 AM"
"(800, 3802)",Wasp ESG,4,"December 17, 2018 11:10 AM"
"(802, 523)",USS Boxer(LHD-4),2,"December 17, 2018 11:10 AM"
"(936, 2877)",ohn C stennis CSG,3,"December 17, 2018 11:10 AM"
"(1032, 2955)",Essex arg,6,"December 17, 2018 11:10 AM"
"(745, 3881)",Ronald Reagan CSg,0,"December 17, 2018 11:10 AM"
"(1032, 2955)","(Sasebo, Japan)",5,"December 17, 2018 11:10 AM"
"(721, 2160)",Abraham Lincoln CSG,0,"April 22, 2019 12:12 PM"
"(753, 3881)","(Yokosuka, Japan",2,"April 22, 2019 12:12 PM"
"(798, 2394)",Abraham Lincoln CSG,0,"April 22, 2019 12:12 PM"
"(831, 3767)",Wasp esG,5,"April 22, 2019 12:12 PM"
"(835, 496)",USS America(LHA-6),3,"April 22, 2019 12:12 PM"
"(921, 2776)",John c. stennis CSG,4,"April 22, 2019 12:12 PM"
"(753, 3881)",Ronald reagan CSG,1,"April 22, 2019 12:12 PM"
"(921, 2776)",Kearsarge ARG,6,"April 22, 2019 12:12 PM"
"(921, 2776)","Jebel Ali, UAE",7,"April 22, 2019 12:12 PM"
"(753, 3881)",Wasp esG,4,"March 11, 2019 11:16 AM"
"(770, 1151)",USS Theodore roosevelt,3,"March 11, 2019 11:16 AM"
"(811, 496)",USS Bataan(LHD-5,1,"March 11, 2019 11:16 AM"
"(825, 3768)","(Sasebo, Japan)",7,"March 11, 2019 11:16 AM"
"(1064, 2851)",Kearsarge arg,6,"March 11, 2019 11:16 AM"
"(1245, 3206)",John c stennis csG,8,"March 11, 2019 11:16 AM"
"(753, 3881)",Ronald reagan CSG,0,"March 11, 2019 11:16 AM"
"(753, 3881)","(Yokosuka, Japan)",2,"March 11, 2019 11:16 AM"
"(811, 496)",(CVN-71),5,"March 11, 2019 11:16 AM"
"(725, 2318)",Abraham Lincoln CSg,2,"May 6, 2019 9:32 AM"
"(734, 1180)",John c stennis csg,5,"May 6, 2019 9:32 AM"
"(753, 3881)","(Yokosuka, Japan",4,"May 6, 2019 9:32 AM"
"(767, 1851)",USS Harry S. Truman(CVN-75,1,"May 6, 2019 9:32 AM"
"(831, 3767)",Wasp esG,7,"May 6, 2019 9:32 AM"
"(836, 474)",USS Theodore Roosevelt( CvN-71,6,"May 6, 2019 9:32 AM"
"(913, 2770)",Kearsarge ARG,8,"May 6, 2019 9:32 AM"
"(725, 2318)",USS Dwight D. Eisenhower(CVN-69),0,"May 6, 2019 9:32 AM"
"(753, 3881)",Ronald reagan CSG,3,"May 6, 2019 9:32 AM"
"(836, 474)",Boxer Arg,9,"May 6, 2019 9:32 AM"
"(831, 3767)","(Sasebo, Japan)",10,"May 6, 2019 9:32 AM"
"(659, 2142)",USS Dwight D. Eisenhower (CVN-69,3,"April 29, 2019 11:22 AM"
"(753, 3881)","(Yokosuka, Japan",5,"April 29, 2019 11:22 AM"
"(785, 1160)",USS Theodore roosevelt(CvN-71,6,"April 29, 2019 11:22 AM"
"(798, 2394)",Abraham Lincoln CSg,4,"April 29, 2019 11:22 AM"
"(831, 3767)",Wasp esG,7,"April 29, 2019 11:22 AM"
"(835, 496)",USS Theodore roosevelt(CvN-71,6,"April 29, 2019 11:22 AM"
"(899, 2751)",Kearsarge arg,8,"April 29, 2019 11:22 AM"
"(659, 2142)",John C Stennis CSG,0,"April 29, 2019 11:22 AM"
"(659, 2142)","(Marseille, france)",1,"April 29, 2019 11:22 AM"
"(753, 3881)",Ronald Reagan CSG,2,"April 29, 2019 11:22 AM"
"(831, 3767)","(Sasebo, Japa",9,"April 29, 2019 11:22 AM"
"(831, 3767)",n),10,"April 29, 2019 11:22 AM"
